날짜,시간,오늘 발전량(kW),오늘 누적(kWh),오늘 일사량(W/㎡),오늘 기온(℃),오늘 풍속(㎧),내일 일사량(W/㎡),내일 기온(℃),내일 풍속(㎧)
20240606,11시,743.86,1947.85,850.1,22.3,2.8,736.1,27.1,3.6
20240606,12시,442.29,2390.14,474.8,22.3,2.8,499.6,25.8,3.7
20240606,13시,888.89,3279.03,1007.1,23.3,3.5,513.9,20.8,2.7
20240606,14시,855.59,4134.62,966.2,22.7,3.7,421.6,21.3,4.4
20240606,15시,437.46,4572.08,478.7,23,4,624.7,23,3.2
20240606,16시,569.99,5142.07,664.6,24.1,4.4,551.7,22.6,2.4
20240606,17시,450.03,5592.1,564.1,23.1,4.5,375.8,22.1,2.4
20240606,18시,150.75,5742.85,227.5,21.4,2.3,157.6,21.3,1.5
20240606,19시,18.83,5761.68,98.7,20.8,1.9,91.9,20.7,1.7
20240606,20시,0,5761.68,16,20,2.1,11.8,20.1,0.6
20240606,21시,0,5761.68,0,19.5,1,0,19.2,1.1
20240606,22시,0,5761.68,0,18.4,0.7,0,18.7,1.1
20240606,23시,0,5761.68,0,17.7,1.1,0,18.5,0.6
20240607,0시,0,0,0,17,1.1,0,18.6,2.2
20240607,1시,0,0,0,16.6,1,0,18.2,1.1
20240607,2시,0,0,0,16.4,1.3,0,18.4,2.1
20240607,3시,0,0,0,15.7,1.5,0,17.3,2
20240607,4시,0,0,0,16.2,1.5,0,16.4,1.6
20240607,5시,0,0,0,16.1,1.4,0,16.6,0.2
20240607,6시,0,0,9.4,16.5,1.9,5.5,16.9,1.5
20240607,7시,11.45,11.45,110.9,18.4,0.6,78.2,18.4,1
20240607,8시,180.71,192.16,282.5,19.5,0.5,244.9,20.7,0.6
20240607,9시,345.32,537.48,434.6,21.5,0.8,328.3,21.2,2.9
20240607,10시,508.54,1046.02,597.3,23.5,1.7,523.1,23.8,2.8
20240607,11시,639.98,1686,736.1,27.1,3.6,730.5,25.1,0.6
20240607,12시,457.93,2143.93,499.6,25.8,3.7,547.3,21.5,3.3
20240607,13시,482.4,2626.33,513.9,20.8,2.7,584.7,23.9,2.5
20240607,14시,398.34,3024.67,421.6,21.3,4.4,783.4,23.7,4
20240607,15시,560.22,3584.89,624.7,23,3.2,663.4,25.3,4.4
20240607,16시,477.5,4062.39,551.7,22.6,2.4,351.1,24.2,3
20240607,17시,304.29,4366.68,375.8,22.1,2.4,161.4,23.4,2.3
20240607,18시,104.55,4471.23,157.6,21.3,1.5,85.2,22.5,2.3
20240607,19시,17.75,4488.98,91.9,20.7,1.7,66.8,21.5,1.8
20240607,20시,0,4488.98,11.8,20.1,0.6,7.1,20.9,1
20240607,21시,0,4488.98,0,19.2,1.1,0,20.9,1.3
20240607,22시,0,4488.98,0,18.7,1.1,0,20.2,1.5
20240607,23시,0,4488.98,0,18.5,0.6,0,19.3,1.1
20240608,0시,0,0,0,18.6,2.2,0,18.9,1.2
20240608,1시,0,0,0,18.2,1.1,0,18.7,0.8
20240608,2시,0,0,0,18.4,2.1,0,18.1,0.1
20240608,3시,0,0,0,17.3,2,0,18,1.7
20240608,4시,0,0,0,16.4,1.6,0,16.7,0.9
20240608,5시,0,0,0,16.6,0.2,0,17.7,2
20240608,6시,0,0,5.5,16.9,1.5,8.6,17.5,1.5
20240608,7시,7.84,7.84,78.2,18.4,1,85.1,20.1,2
20240608,8시,155.89,163.73,244.9,20.7,0.6,260.7,21.3,1.2
20240608,9시,264.62,428.35,328.3,21.2,2.9,305.5,21.8,1.9
20240608,10시,449.34,877.69,523.1,23.8,2.8,396,23.8,2.2
20240608,11시,631.01,1508.7,730.5,25.1,0.6,561,25.3,2.6
20240608,12시,507.32,2016.02,547.3,21.5,3.3,766.7,26.3,1.8
20240608,13시,536.21,2552.23,584.7,23.9,2.5,479.3,25.5,3.7
20240608,14시,704.05,3256.28,783.4,23.7,4,612.8,25.9,3.8
20240608,15시,588.76,3845.04,663.4,25.3,4.4,479.6,26.8,3.4
20240608,16시,308.42,4153.46,351.1,24.2,3,287.3,26.4,3.8
20240608,17시,132.46,4285.92,161.4,23.4,2.3,312.2,25.3,4
20240608,18시,56.47,4342.39,85.2,22.5,2.3,149.3,24.5,3.7
20240608,19시,13.07,4355.46,66.8,21.5,1.8,86.5,22.9,2.6
20240608,20시,0,4355.46,7.1,20.9,1,9.5,22.2,2.8
20240608,21시,0,4355.46,0,20.9,1.3,0,22.2,1.4
20240608,22시,0,4355.46,0,20.2,1.5,0,21.8,1.4
20240608,23시,0,4355.46,0,19.3,1.1,0,21.6,1.6
20240609,0시,0,0,0,18.9,1.2,0,21.1,0.9
20240609,1시,0,0,0,18.7,0.8,0,20.8,2
20240609,2시,0,0,0,18.1,0.1,0,20.2,2.6
20240609,3시,0,0,0,18,1.7,0,18.9,0.8
20240609,4시,0,0,0,16.7,0.9,0,19.2,1.6
20240609,5시,0,0,0,17.7,2,0,19,1.4
20240609,6시,0,0,8.6,17.5,1.5,1.7,19.4,2.3
20240609,7시,8.28,8.28,85.1,20.1,2,19.3,19.7,2.3
20240609,8시,164.87,173.15,260.7,21.3,1.2,38.4,20.1,2.6
20240609,9시,245.23,418.38,305.5,21.8,1.9,124.4,21.4,2.3
20240609,10시,343.71,762.09,396,23.8,2.2,143.4,21.3,2
20240609,11시,497.89,1259.98,561,25.3,2.6,162.9,21.8,3.4
20240609,12시,673.38,1933.36,766.7,26.3,1.8,148,22.1,2.8
20240609,13시,443.15,2376.51,479.3,25.5,3.7,251.8,22.3,3.4
20240609,14시,554.48,2930.99,612.8,25.9,3.8,296,21.7,4.9
20240609,15시,429.1,3360.09,479.6,26.8,3.4,235.8,22.9,2
20240609,16시,251.64,3611.73,287.3,26.4,3.8,268.9,23.1,2.6
20240609,17시,251.03,3862.76,312.2,25.3,4,225,22.7,2.9
20240609,18시,98.06,3960.82,149.3,24.5,3.7,131.2,21.3,4
20240609,19시,17.14,3977.96,86.5,22.9,2.6,51.8,20.6,3.8
20240609,20시,0,3977.96,9.5,22.2,2.8,5.8,20,3.7
20240609,21시,0,3977.96,0,22.2,1.4,0,20.8,2.5
20240609,22시,0,3977.96,0,21.8,1.4,0,20.7,2.6
20240609,23시,0,3977.96,0,21.6,1.6,0,20.3,2.2
20240610,0시,0,0,0,18.9,1.2,0,21.1,0.9
20240610,1시,0,0,0,18.7,0.8,0,20.8,2
20240610,2시,0,0,0,18.1,0.1,0,20.2,2.6
20240610,3시,0,0,0,18.9,0.8,0,19.4,1.1
20240610,4시,0,0,0,19.2,1.6,0,19.2,1.2
20240610,5시,0,0,0,19,1.4,0,19.2,1.4
20240610,6시,0,0,1.7,19.4,2.3,4.9,19.5,1.9
20240610,7시,1.82,1.82,19.3,19.7,2.3,59.3,20,2.1
20240610,8시,24.32,26.14,38.4,20.1,2.6,165.5,21.2,2.2
20240610,9시,101.24,127.38,124.4,21.4,2.3,256.5,22.3,2.6
20240610,10시,128.85,256.23,143.4,21.3,2,465.1,23.5,3
20240610,11시,153.15,409.38,162.9,21.8,3.4,578,23.6,3.8
20240610,12시,142.38,551.76,148,22.1,2.8,786.3,24.1,3.9
20240610,13시,241.29,793.05,251.8,22.3,3.4,923.3,24.5,4
20240610,14시,282.21,1075.26,296,21.7,4.9,796.8,24.2,3.6
20240610,15시,219.33,1294.59,235.8,22.9,2,823.1,26.1,2.9
20240610,16시,238.71,1533.3,268.9,23.1,2.6,721.9,26,2.8
20240610,17시,183.9,1717.2,225,22.7,2.9,585.3,24.9,2.8
20240610,18시,86.85,1804.05,131.2,21.3,4,384.2,23.5,2.8
20240610,19시,10.4,1814.45,51.8,20.6,3.8,176.1,22.1,1.9
20240610,20시,0,1814.45,5.8,20,3.7,22.9,20.7,1.4
20240610,21시,0,1814.45,0,20.8,2.5,0,20.4,0.8
20240610,22시,0,1814.45,0,20.7,2.6,0,19.6,0.5
20240610,23시,0,1814.45,0,20.3,2.2,0,19.3,0.9
20240611,0시,0,0,0,19.9,2.2,0,18.1,0.1
20240611,1시,0,0,0,19.8,1.4,0,18.4,1.4
20240611,2시,0,0,0,19.7,1.1,0,18.5,0.7
20240611,3시,0,0,0,19.4,1.1,0,18.3,0.9
20240611,4시,0,0,0,19.2,1.2,0,17.5,1.2
20240611,5시,0,0,0,19.2,1.4,0,17,0.8
20240611,6시,0,0,4.9,19.5,1.9,-,-,-
20240611,7시,5.4,5.4,59.3,20,2.1,-,-,-
20240611,8시,104.49,109.89,165.5,21.2,2.2,238.8,20.6,1.5
20240611,9시,205.96,315.85,256.5,22.3,2.6,444.9,23.1,1.6
20240611,10시,401.19,717.04,465.1,23.5,3,635.9,25.4,1.3
20240611,11시,517.14,1234.18,578,23.6,3.8,789.1,26.6,2.1
20240611,12시,702.28,1936.46,786.3,24.1,3.9,880,26.4,2.7
20240611,13시,817.44,2753.9,923.3,24.5,4,856,23.4,4
20240611,14시,710.61,3464.51,796.8,24.2,3.6,841.5,23,3.6
20240611,15시,709.1,4173.61,823.1,26.1,2.9,869.9,26.6,3.7
20240611,16시,603.51,4777.12,721.9,26,2.8,760,27,2.5
20240611,17시,457.84,5234.96,585.3,24.9,2.8,581.9,25.2,1.8
20240611,18시,248.71,5483.67,384.2,23.5,2.8,377.3,23.3,1
20240611,19시,35.8,5519.47,176.1,22.1,1.9,172.8,22.4,2.2
20240611,20시,0,5519.47,22.9,20.7,1.4,22.4,22,2.2
20240611,21시,0,5519.47,0,20.4,0.8,0,22.5,1.9
20240611,22시,0,5519.47,0,19.6,0.5,0,21.8,1.2
20240611,23시,0,5519.47,0,19.3,0.9,0,21.4,1.2
20240612,0시,0,0,0,18.1,0.1,0,20.4,1.8
20240612,1시,0,0,0,18.4,1.4,0,19.5,2.8
20240612,2시,0,0,0,18.5,0.7,0,18.7,3
20240612,3시,0,0,0,18.3,0.9,0,18.8,2.5
20240612,4시,0,0,0,17.5,1.2,0,18.8,2.1
20240612,5시,0,0,0,17,0.8,0,18.8,2.1
20240612,6시,-,-,-,-,-,4.6,18.7,1.4
20240612,7시,-,-,-,-,-,40.1,18.7,1.4
20240612,8시,150.31,150.31,238.8,20.6,1.5,113.5,18.8,0.9
20240612,9시,348.53,498.84,444.9,23.1,1.6,338.3,20.9,1.1
20240612,10시,530.38,1029.22,635.9,25.4,1.3,685.6,22.9,2.1
20240612,11시,675.23,1704.45,789.1,26.6,2.1,813.7,22.8,2.5
20240612,12시,763.99,2468.44,880,26.4,2.7,850,22.9,3.1
20240612,13시,766.63,3235.07,856,23.4,4,871.8,22.6,2.9
20240612,14시,750.48,3985.55,841.5,23,3.6,725.1,22.2,2.7
20240612,15시,746.85,4732.4,869.9,26.6,3.7,831.1,22.8,2.4
20240612,16시,628.56,5360.96,760,27,2.5,495.3,21.7,2.2
20240612,17시,452.97,5813.93,581.9,25.2,1.8,306.4,21.6,1.4
20240612,18시,243.79,6057.72,377.3,23.3,1,257,21.6,2.1
20240612,19시,35.58,6093.3,172.8,22.4,2.2,124.1,21,1.1
20240612,20시,0,6093.3,22.4,22,2.2,19,20.1,0.5
20240612,21시,0,6093.3,0,22.5,1.9,0,21.2,0.9
20240612,22시,0,6093.3,0,21.8,1.2,0,20.4,0.7
20240612,23시,0,6093.3,0,21.4,1.2,0,19.7,0.7
20240613,0시,0,0,0,20.4,1.8,0,19.6,0.1
20240613,1시,0,0,0,19.5,2.8,0,19.8,0.2
20240613,2시,0,0,0,18.7,3,0,19.7,0.6
20240613,3시,0,0,0,18.8,2.5,0,17.9,0.7
20240613,4시,0,0,0,18.8,2.1,0,17,0.1
20240613,5시,0,0,0,18.8,2.1,0,17,0.6
20240613,6시,0,0,4.6,18.7,1.4,7.6,17.7,0.6
20240613,7시,3.39,3.39,40.1,18.7,1.4,86.7,18.2,0.6
20240613,8시,71.23,74.62,113.5,18.8,0.9,259,19,1
20240613,9시,269.57,344.19,338.3,20.9,1.1,420.9,19.4,1.5
20240613,10시,576.32,920.51,685.6,22.9,2.1,610.3,20.8,1.5
20240613,11시,707.07,1627.58,813.7,22.8,2.5,858.4,23,2.4
20240613,12시,753.91,2381.49,850,22.9,3.1,962.1,23.8,2.4
20240613,13시,776.88,3158.37,871.8,22.6,2.9,995.8,24.6,2.4
20240613,14시,654.08,3812.45,725.1,22.2,2.7,939.9,25.1,2.2
20240613,15시,723.24,4535.69,831.1,22.8,2.4,826.4,31.6,2.6
20240613,16시,430.82,4966.51,495.3,21.7,2.2,730.9,31.6,2.5
20240613,17시,248.6,5215.11,306.4,21.6,1.4,539.9,26.9,3.8
20240613,18시,169.13,5384.24,257,21.6,2.1,291,23.5,2.3
20240613,19시,25.88,5410.12,124.1,21,1.1,135.4,22.6,2.3
20240613,20시,0,5410.12,19,20.1,0.5,15.3,21.8,1
20240613,21시,0,5410.12,0,21.2,0.9,0,22.8,0.6
20240613,22시,0,5410.12,0,20.4,0.7,0,21.9,1
20240613,23시,0,5410.12,0,19.7,0.7,0,20.8,1.1
20240614,0시,0,0,0,19.6,0.1,0,20.3,1.1
20240614,1시,0,0,0,19.8,0.2,0,20.7,1.2
20240614,2시,0,0,0,19.7,0.6,0,19,0.5
20240614,3시,0,0,0,17.9,0.7,0,18.5,0.4
20240614,4시,0,0,0,17,0.1,0,17.6,0.8
20240614,5시,0,0,0,17,0.6,0,18.3,1.5
20240614,6시,0,0,7.6,17.7,0.6,10.5,19,1.6
20240614,7시,7.04,7.04,86.7,18.2,0.6,130.2,21.5,1
20240614,8시,162.09,169.13,259,19,1,323.8,23.8,0.8
20240614,9시,334.55,503.68,420.9,19.4,1.5,525.6,26.6,1.5
20240614,10시,520.23,1023.91,610.3,20.8,1.5,707.4,29.1,2.4
20240614,11시,740.59,1764.5,858.4,23,2.4,854.3,30.7,3
20240614,12시,834.61,2599.11,962.1,23.8,2.4,950.8,27.7,4.2
20240614,13시,862.95,3462.06,995.8,24.6,2.4,988.1,27.2,3.4
20240614,14시,813.3,4275.36,939.9,25.1,2.2,966.6,26.5,3.8
20240614,15시,691.48,4966.84,826.4,31.6,2.6,868.8,28.8,3.9
20240614,16시,593.2,5560.04,730.9,31.6,2.5,706.2,29.5,3.6
20240614,17시,421.02,5981.06,539.9,26.9,3.8,566.7,27.5,3.9
20240614,18시,189.56,6170.62,291,23.5,2.3,373.8,26.1,1.1
20240614,19시,28.61,6199.23,135.4,22.6,2.3,160.2,23.6,2.5
20240614,20시,0,6199.23,15.3,21.8,1,23,22.6,1.3
20240614,21시,0,6199.23,0,22.8,0.6,0,22.6,1.1
20240614,22시,0,6199.23,0,21.9,1,0,21.9,0.6
20240614,23시,0,6199.23,0,20.8,1.1,0,20.8,0.7
20240615,0시,0,0,0,20.3,1.1,0,19.7,0.2
20240615,1시,0,0,0,20.7,1.2,0,19.5,1.1
20240615,2시,0,0,0,19,0.5,0,18.6,0.4
20240615,3시,0,0,0,18.5,0.4,0,18.4,0.4
20240615,4시,0,0,0,17.6,0.8,0,19.3,0.8
20240615,5시,0,0,0,18.3,1.5,0,20.5,1.8
20240615,6시,0,0,10.5,19,1.6,9.5,21.6,2
20240615,7시,10.12,10.12,130.2,21.5,1,115.8,23.4,2
20240615,8시,198.12,208.24,323.8,23.8,0.8,287.1,25.7,2.4
20240615,9시,400.44,608.68,525.6,26.6,1.5,466,27.4,1.4
20240615,10시,576.92,1185.6,707.4,29.1,2.4,649.2,29.1,0.8
20240615,11시,713.78,1899.38,854.3,30.7,3,806.3,29.7,3.1
20240615,12시,820.16,2719.54,950.8,27.7,4.2,948,29.2,3.1
20240615,13시,852.74,3572.28,988.1,27.2,3.4,990.6,29.1,3.1
20240615,14시,836.63,4408.91,966.6,26.5,3.8,962.9,28.9,3.5
20240615,15시,714.49,4936.05,839.1,29.1,4.1,794.3,27.1,3.6
20240615,16시,461.76,5397.81,552.8,29.6,2.8,716.6,26.2,3.5
20240615,17시,418.93,5816.74,547.2,28.8,1,560.2,25.2,3.1
20240615,18시,233.63,6050.37,366.2,27,1.8,375.3,24.3,2.8
20240615,19시,32.78,6083.15,152.1,25.4,0.9,174.2,23.2,2.9
20240615,20시,0,6083.15,15,24.1,1.7,23.7,22.7,1.7
20240615,21시,0,6083.15,0,24.4,1.4,0,22.6,0.5
20240615,22시,0,6083.15,0,23.6,0.1,0,22.4,1.6
20240615,23시,0,6083.15,0,22.7,1.3,0,22.1,1.1
20240616,0시,0,0,0,19.7,0.2,0,22.1,1.4
20240616,1시,0,0,0,19.5,1.1,0,21.8,1.2
20240616,2시,0,0,0,20.6,1.1,0,21.6,2.1
20240616,3시,0,0,0,20.8,0.5,0,21.1,1.7
20240616,4시,0,0,0,20.5,0.5,0,21.1,1.6
20240616,5시,0,0,0,20.9,1.2,0,21.3,2
20240616,6시,0,0,10.2,21,1.2,8.8,21.4,2.2
20240616,7시,8.96,8.96,127,24.1,0.6,122.6,22.4,2.7
20240616,8시,181.69,190.65,299.6,25.1,0.6,312.8,23.1,3.1
20240616,9시,343.78,534.43,452.2,27.6,0.5,522.5,24.1,3.4
20240616,10시,516.77,1051.2,631.7,28.9,1.4,710.8,25.2,3.1
20240616,11시,466.27,1517.47,532.8,27.9,2.7,860.6,25.6,3.8
20240616,12시,707.89,2225.36,817.3,28.1,2.8,957.4,26,3.6
20240616,13시,773.59,2998.95,890.5,28,3.4,992.4,26,4
20240616,14시,802.82,3801.77,933.8,27.5,3,931.4,25.7,3.9
20240616,15시,684.12,4485.89,794.3,27.1,3.6,812.4,27.3,3.5
20240616,16시,598.94,5084.83,716.6,26.2,3.5,580.5,27.2,3.5
20240616,17시,438.17,5523,560.2,25.2,3.1,552.4,26.5,4
20240616,18시,242.46,5765.46,375.3,24.3,2.8,385.7,25,4.3
20240616,19시,38.24,5803.7,174.2,23.2,2.9,180.3,23.9,2.9
20240616,20시,0,5803.7,23.7,22.7,1.7,25.7,22.9,2.3
20240616,21시,0,5803.7,0,22.6,0.5,0,22.1,1.6
20240616,22시,0,5803.7,0,22.4,1.6,0,21,1.2
20240616,23시,0,5803.7,0,22.1,1.1,0,20.4,1.6
20240617,0시,0,0,0,22.1,1.4,0,21.7,1.1
20240617,1시,0,0,0,21.8,1.2,0,21.3,1.4
20240617,2시,0,0,0,20.6,1.1,0,21.6,2.1
20240617,3시,0,0,0,20.8,0.5,0,21.1,1.7
20240617,4시,0,0,0,20.5,0.5,0,21.1,1.6
20240617,5시,0,0,0,20.9,1.2,0,21.3,2
20240617,6시,0,0,10.2,21,1.2,8.8,21.4,2.2
20240617,7시,8.96,8.96,127,24.1,0.6,122.6,22.4,2.7
20240617,8시,181.69,190.65,299.6,25.1,0.6,312.8,23.1,3.1
20240617,9시,343.78,534.43,452.2,27.6,0.5,522.5,24.1,3.4
20240617,10시,516.77,1051.2,631.7,28.9,1.4,710.8,25.2,3.1
20240617,11시,466.27,1517.47,532.8,27.9,2.7,860.6,25.6,3.8
20240617,12시,707.89,2225.36,817.3,28.1,2.8,957.4,26,3.6
20240617,13시,773.59,2998.95,890.5,28,3.4,992.4,26,4
20240617,14시,802.82,3801.77,933.8,27.5,3,931.4,25.7,3.9
20240617,15시,684.12,4485.89,794.3,27.1,3.6,812.4,27.3,3.5
20240617,16시,598.94,5084.83,716.6,26.2,3.5,580.5,27.2,3.5
20240617,17시,438.17,5523,560.2,25.2,3.1,552.4,26.5,4
20240617,18시,242.46,5765.46,375.3,24.3,2.8,385.7,25,1.9
20240617,19시,40.08,6340.16,180.3,23.9,2.9,139.7,24,1.2
20240617,20시,0,6340.16,25.7,22.9,2.3,17.4,23.2,2.3
20240617,21시,0,6340.16,0,22.1,1.6,0,22.1,2.7
20240617,22시,0,6340.16,0,21,1.2,0,20.7,1.4
20240617,23시,0,6340.16,0,20.4,1.6,0,20.2,1.2
20240618,0시,0,0,0,21.7,1.1,0,19.9,2
20240618,1시,0,0,0,21.3,1.4,0,19.6,2
20240618,2시,0,0,0,21.6,2.1,0,19.3,1.7
20240618,3시,0,0,0,21.1,1.7,0,17.9,0.9
20240618,4시,0,0,0,21.1,1.6,0,17.7,1
20240618,5시,0,0,0,21.3,2,0,17.8,1.7
20240618,6시,0,0,8.8,21.4,2.2,9.3,18.4,1.9
20240618,7시,8.2,8.2,122.6,22.4,2.7,84.9,20.1,1.5
20240618,8시,191.3,199.5,312.8,23.1,3.1,246.5,21.9,1.3
20240618,9시,403.27,602.77,522.5,24.1,3.4,351.3,22.6,2.1
20240618,10시,590.16,1192.93,710.8,25.2,3.1,398,23.4,1.8
20240618,11시,737.52,1930.45,860.6,25.6,3.8,487.4,24.4,0.7
20240618,12시,827.78,2758.23,957.4,26,3.6,443.4,24.8,1.4
20240618,13시,863.27,3621.5,992.4,26,4,631.1,26.6,0.4
20240618,14시,811.7,4433.2,931.4,25.7,3.9,635.6,24.6,3.1
20240618,15시,697.14,5130.34,812.4,27.3,3.5,402.9,25.4,2.2
20240618,16시,489.72,5620.06,580.5,27.2,3.5,418.4,26.6,1.8
20240618,17시,430.96,6051.02,552.4,26.5,4,367.6,25.8,2
20240618,18시,249.06,6300.08,385.7,25,4.3,252.5,24.9,1.9
20240618,19시,40.08,6340.16,180.3,23.9,2.9,139.7,24,1.2
20240618,20시,0,6340.16,25.7,22.9,2.3,17.4,23.2,2.3
20240618,21시,0,6340.16,0,22.1,1.6,0,22.1,2.7
20240618,22시,0,6340.16,0,21,1.2,0,20.7,1.4
20240618,23시,0,3952.29,0,20.2,1.2,0,20.8,1.7
20240619,0시,0,0,0,19.9,2,0,19.2,1.3
20240619,1시,0,0,0,19.6,2,0,18.8,1.5
20240619,2시,0,0,0,19.3,1.7,0,18.2,1
20240619,3시,0,0,0,17.9,0.9,0,18.3,0.9
20240619,4시,0,0,0,17.7,1,0,18.2,1
20240619,5시,0,0,0,17.8,1.7,0,18.4,1.6
20240619,6시,0,0,9.3,18.4,1.9,9.3,19.2,2.1
20240619,7시,5.36,5.36,84.9,20.1,1.5,108.5,21.1,3.4
20240619,8시,151.52,156.88,246.5,21.9,1.3,298.1,22.4,3.8
20240619,9시,276.16,433.04,351.3,22.6,2.1,526.5,23.9,2.6
20240619,10시,342.38,775.42,398,23.4,1.8,721.4,25.7,2.7
20240619,11시,431.89,1207.31,487.4,24.4,0.7,872.6,26.3,3.3
20240619,12시,404.53,1611.84,443.4,24.8,1.4,972.9,26.8,3.1
20240619,13시,559.98,2171.82,631.1,26.6,0.4,1015.4,27.1,3.1
20240619,14시,572.78,2744.6,635.6,24.6,3.1,994.1,26.8,4
20240619,15시,362.73,3107.33,402.9,25.4,2.2,909.6,29.5,4.4
20240619,16시,357.99,3465.32,418.4,26.6,1.8,775.2,29.1,4.7
20240619,17시,291.2,3756.52,367.6,25.8,2,594,27.1,4.6
20240619,18시,164.32,3920.84,252.5,24.9,1.9,379,25.7,3.7
20240619,19시,31.45,3952.29,139.7,24,1.2,180.9,24.3,3.7
20240619,20시,0,3952.29,17.4,23.2,2.3,26.9,23.2,2.3
20240619,21시,0,3952.29,0,22.1,2.7,0,23,2.6
20240619,22시,0,3952.29,0,20.7,1.4,0,21.8,1
20240619,23시,0,3952.29,0,20.2,1.2,0,20.8,1.7
20240620,0시,0,0,0,19.2,1.3,0,20.2,1.4
20240620,1시,0,0,0,18.8,1.5,0,19.7,2.2
20240620,2시,0,0,0,18.2,1,0,19.1,2.2
20240620,3시,0,0,0,18.3,0.9,0,18.4,1.4
20240620,4시,0,0,0,18.2,1,0,17.8,0.9
20240620,5시,0,0,0,18.4,1.6,0,18.7,1.6
20240620,6시,0,0,9.3,19.2,2.1,6.6,21.1,1.4
20240620,7시,6.44,6.44,108.5,21.1,3.4,67.1,22.2,0.2
20240620,8시,182.35,188.79,298.1,22.4,3.8,161.1,22.1,1.6
20240620,9시,404.97,593.76,526.5,23.9,2.6,399.2,26.1,1
20240620,10시,595.25,1189.01,721.4,25.7,2.7,670.4,30.2,0.5
20240620,11시,742.12,1931.13,872.6,26.3,3.3,827.7,33.1,0
20240620,12시,833.73,2764.86,972.9,26.8,3.1,946.7,34.6,2.1
20240620,13시,870.63,3635.49,1015.4,27.1,3.1,966.2,32.2,3.8
20240620,14시,856.51,4492,994.1,26.8,4,938,31.2,5.3
20240620,15시,768.4,5260.4,909.6,29.5,4.4,855.3,35.4,5.1
20240620,16시,639.21,5899.61,775.2,29.1,4.7,589.2,33.9,4.2
20240620,17시,461.47,6361.08,594,27.1,4.6,497.5,27.2,5.2
20240620,18시,244.27,6605.35,379,25.7,3.7,350.4,25.7,4.5
20240620,19시,41.17,6646.52,180.9,24.3,3.7,134.5,24.4,3.5
20240620,20시,0,6646.52,26.9,23.2,2.3,12,23.5,3
20240620,21시,0,6646.52,0,23,2.6,0,23.9,3.8
20240620,22시,0,6646.52,0,21.8,1,0,23.4,2.4
20240620,23시,0,6646.52,0,20.8,1.7,0,22.6,2.9
20240621,0시,0,0,0,20.2,1.4,0,22.2,1.9
20240621,1시,0,0,0,19.7,2.2,0,21.8,2.6
20240621,2시,0,0,0,19.1,2.2,0,20.9,0.7
20240621,3시,0,0,0,18.4,1.4,0,20.6,0.4
20240621,4시,0,0,0,17.8,0.9,0,21.5,1.1
20240621,5시,0,0,0,18.7,1.6,0,21.9,1.9
20240621,6시,0,0,6.6,21.1,1.4,2.6,22,2.6
20240621,7시,3.72,3.72,67.1,22.2,0.2,23.5,22.1,2.7
20240621,8시,99.16,102.88,161.1,22.1,1.6,106.4,22.7,3.8
20240621,9시,306.49,409.37,399.2,26.1,1,178.5,23.1,5.7
20240621,10시,539.41,948.78,670.4,30.2,0.5,200.7,23.6,5.2
20240621,11시,671.66,1620.44,827.7,33.1,0,251.5,23.8,5.9
20240621,12시,778.48,2398.92,946.7,34.6,2.1,356.5,23.3,5.1
20240621,13시,816.88,3215.8,966.2,32.2,3.8,270.2,22.9,6
20240621,14시,802.64,4018.44,938,31.2,5.3,120.9,21.6,4.9
20240621,15시,709.22,4727.66,855.3,35.4,5.1,190.8,22.8,3.7
20240621,16시,483.05,5210.71,589.2,33.9,4.2,167.5,23.3,5
20240621,17시,390.26,5600.97,497.5,27.2,5.2,119.8,22.7,4.5
20240621,18시,226.8,5827.77,350.4,25.7,4.5,118,23.4,3.8
20240621,19시,31.01,5858.78,134.5,24.4,3.5,66.8,22.8,3.8
20240621,20시,0,5858.78,12,23.5,3,15.7,22.3,2.8
20240621,21시,0,5858.78,0,23.9,3.8,0,22.6,2.6
20240621,22시,0,5858.78,0,23.4,2.4,0,22.7,1.3
20240621,23시,0,5858.78,0,22.6,2.9,0,22.6,0.7
20240622,0시,0,0,0,22.2,1.9,0,22.4,0.9
20240622,1시,0,0,0,21.8,2.6,0,22.4,1.5
20240622,2시,0,0,0,20.9,0.7,0,22.2,0.4
20240622,3시,0,0,0,20.6,0.4,0,21,0.9
20240622,4시,0,0,0,21.5,1.1,0,20.7,0.5
20240622,5시,0,0,0,21.9,1.9,0,20.9,0.6
20240622,6시,0,0,2.6,22,2.6,6.6,20.9,0.4
20240622,7시,1.21,1.21,23.5,22.1,2.7,63.2,21.9,1.3
20240622,8시,65.37,66.58,106.4,22.7,3.8,123.3,22.6,1.4
20240622,9시,142.41,208.99,178.5,23.1,5.7,157.5,23.7,1.2
20240622,10시,176.64,385.63,200.7,23.6,5.2,235.8,25.3,1.2
20240622,11시,231.55,617.18,251.5,23.8,5.9,377,26,1.9
20240622,12시,333.28,950.46,356.5,23.3,5.1,697.7,27.4,2.1
20240622,13시,257.51,1207.97,270.2,22.9,6,811.5,27.9,2.4
20240622,14시,116.32,1324.29,120.9,21.6,4.9,836,26.7,3.8
20240622,15시,178.03,1502.32,190.8,22.8,3.7,769.4,29.1,5
20240622,16시,149.84,1652.16,167.5,23.3,5,645.4,29.7,4.7
20240622,17시,98.72,1750.88,119.8,22.7,4.5,487.1,29.1,4.6
